Tahun,Wilayah,Intercept_Beta0,Beta_RLS,Beta_STS,Beta_PPK,t_Intercept,t_RLS,t_STS,t_PPK,Local_R2,Condition_Number
2022,Nabire,0.2424301016175236,-0.44000565443420836,0.10885076841151305,-0.5526128071954844,1.9437121186106574,-1.730978345090521,0.5178996701909163,-2.307284894208625,0.7638581887272159,0.08852839367308292
2022,Paniai,0.20878716813904735,-0.5095169785790067,0.16470781373039628,-0.5205793163438056,1.5783817593721445,-1.838966537758691,0.7470907771450569,-1.7825596793614542,0.7799927348806994,0.07325926943152922
2022,Puncak,0.14302727854046224,-0.7042906800983354,0.2193623587360553,-0.30966683780919935,1.0643072095096604,-2.619744793375639,1.0151627547893127,-1.0896269182661469,0.7787004336426597,0.043829024482047
2022,Puncak Jaya,0.07228756476128304,-0.7611594475309956,0.20803550051088912,-0.2640866091908136,0.5760145921343099,-2.9027967067056286,0.9674760852627365,-1.0543051911607786,0.7946722160264533,0.018086688930082098
2022,Fak Fak,0.08516873335712782,-0.7705996164406956,0.2361421185830873,-0.20913925359989408,0.6662138355201269,-3.31076695053781,1.3025975132661316,-1.1894611974125144,0.6689990487166393,0.06882625342754028
2022,Kaimana,0.17364527481635145,-0.7036531443316888,0.13144536580236027,-0.26412848511282544,1.3051408260619335,-3.0686239716635093,0.6873184840999754,-1.3554141102852653,0.6811321413447927,0.04695095678112605
2022,Manokwari,0.12493571939587525,-0.4381295383963594,0.16291605986789964,-0.36840934211641646,0.9393998172641599,-1.8237619212576048,0.8502560277541995,-2.122516154606509,0.6845756383486531,0.04314283853125236
2022,Pegunungan Arfak,0.12059398281470474,-0.47463212179235126,0.17158062177894945,-0.35174208000398255,0.9144966556120394,-1.9978486697845337,0.9026045224767384,-2.0317424892047966,0.682716951328218,0.01625973739593593
2022,Teluk Bintuni,0.08767992057087444,-0.6239640003854224,0.21958244756563908,-0.28266706223321875,0.6743259275133456,-2.668478442488698,1.175790677216585,-1.6340389480377986,0.6767740861711585,0.06700254328160517
2022,Teluk Wondama,0.22679055505320952,-0.5097715377037614,0.0731091422046938,-0.35169172281217265,1.789561144161437,-2.333263627182318,0.3973592368656279,-1.8715698643852021,0.6699505216918168,0.04437905289359976
2022,Manokwari Selatan,0.16734343928583373,-0.4459085795937817,0.12536007298132656,-0.36155334599284994,1.2973348614137297,-1.9202283156031166,0.6705262530925112,-2.0701303651837653,0.6765806230138662,0.06957933589096381
2022,Kota Sorong,-0.011936311262184335,-0.6133632582960715,0.30670367717143265,-0.29274409876141533,-0.08302213120809303,-2.41952959726227,1.5220554177876866,-1.6565371625742056,0.6815153283221106,0.013521129306322457
2022,Maybrat,0.04351086960896455,-0.5884818302175899,0.2548959602740133,-0.302586560518246,0.319177813958208,-2.414744160728961,1.311477651961292,-1.7389376168166848,0.682139996857404,0.06471373788804326
2022,Raja Ampat,-0.04030097872476138,-0.7261604187466275,0.3469295779982429,-0.23674352536859583,-0.2777602475093724,-2.8234637367338427,1.7100802590418651,-1.314143403620589,0.6713293786363694,0.04700296372510774
2022,Sorong,-0.0030483279878275593,-0.6248679433999631,0.3005672900305418,-0.28675798443252365,-0.02148353048648234,-2.4867619766778075,1.5044124420046243,-1.6263930960930622,0.6805904383464809,0.039618598689274406
2022,Sorong Selatan,0.024178332588991894,-0.635529582116434,0.2781146544572437,-0.28042487244351333,0.17605906810075322,-2.589331099779797,1.4239821422112877,-1.6021813767345359,0.6794140115205439,0.013462694157712273
2022,Tambrauw,0.048433985768541826,-0.528051434215364,0.242514452258174,-0.33159722086124316,0.3508490232150416,-2.143909127877736,1.2360341292256252,-1.906520547584686,0.6863256599641057,0.06287787223275335
2023,Biak Numfor,0.3801731448143557,0.041391983729228164,-0.2737495823221727,-0.5208656933945935,2.99677083051971,0.13695657542616618,-0.9911617070011803,-2.5973662970537803,0.701886760528472,0.016093696428938445
2023,Jayapura,-0.28082735726896607,-0.5466321945106424,-0.3154808095079616,-0.10704738117306646,-2.121173658767624,-1.5277614002378344,-0.947567124135265,-0.5245434747077494,0.8768086111731518,0.09134119840244216
2023,Keerom,-0.34868752089772875,-0.4871305129785463,-0.42062073099588226,-0.07897785530875294,-2.5389837382240925,-1.3005143565794677,-1.212866624942778,-0.3760811960102663,0.8776907142762242,0.07628126746238688
2023,Kepulauan Yapen,0.3470555465101901,-0.16745340112951157,-0.11663168178046111,-0.5101462443529878,2.8680336527214725,-0.5574696945572214,-0.4286480390511663,-2.4068609554761293,0.7580636789601325,0.04021472522781012
2023,Kota Jayapura,-0.37572782530370025,-0.448540287482553,-0.47496336695749736,-0.07057406008509903,-2.535000640097876,-1.091543660714283,-1.2565063397309337,-0.3226915435464554,0.8839981908156898,0.017527758284120613
2023,Mamberamo Raya,0.17580537726180673,-0.7115362877050878,0.1787906936951197,-0.24844461128034617,1.478597203901795,-2.0288343681759895,0.5434815147810355,-1.094649845925557,0.8383793342486681,0.12802044912497465
2023,Sarmi,-0.236435450140805,-0.5599574040581323,-0.2727744167270325,-0.13453550696261135,-1.7471718617675656,-1.5287976384069097,-0.8053683344580977,-0.6530822363620233,0.8776583294986496,0.11084750547764573
2023,Supiori,0.3520359071314795,0.0386403086726453,-0.2434766545547447,-0.5118734134222175,2.684257377963282,0.13069319541279475,-0.9004526899563484,-2.594821594689482,0.6777497899592752,0.041647517236306296
2023,Waropen,0.283561114516568,-0.4879164752200255,0.12399397297831086,-0.4316185731959994,2.325766933479843,-1.4343174715471743,0.40791706126666183,-1.7191668500491937,0.8032130740082635,0.018860489971741095
2023,Jayawijaya,-0.17031022993702155,-0.6983985804817008,-0.09865610776310688,-0.13189988503957487,-1.4736665008964607,-2.1775466779769803,-0.3338926572733611,-0.676885840475128,0.854166033673371,0.14030087065027416
2023,Lanny Jaya,-0.06305414240327185,-0.7679722251321741,0.04948474749342888,-0.16758103040215075,-0.5500344300780476,-2.3996895404835024,0.16801803934594295,-0.814399344887719,0.8406565925516003,0.12026943107402091
2023,Mamberamo Tengah,-0.16701055875823595,-0.6652704071811528,-0.12041596217854925,-0.14472817199993288,-1.4145446475189358,-2.0547233026685245,-0.40084179638303685,-0.7450814145534221,0.8632182701451891,0.04410089805949826
2023,Nduga,-0.05000334522735246,-0.8026263906715687,0.0889152289654398,-0.15956700519865416,-0.4320212646860639,-2.4940273955950736,0.30136799942490033,-0.7282858687062264,0.8302050242749964,0.014642980809606904
2023,Pegunungan Bintang,-0.3183225215874597,-0.506496734183969,-0.36202515687398457,-0.12036582870963128,-2.583162642496599,-1.49583232281229,-1.165548537097139,-0.5992215835105523,0.8731084547752703,0.09022884948777675
2023,Tolikara,-0.06825484592775272,-0.7314322097371739,0.010536372780712261,-0.17486197561702796,-0.5855709827660237,-2.253638644109463,0.03524342033312699,-0.86906321532331,0.850061224959892,0.07403403048796978
2023,Yahukimo,-0.23345697533112636,-0.6237667291905267,-0.20132801161049602,-0.1329189940456825,-2.0121103120722976,-1.9390019993039447,-0.6809366601614112,-0.6865115209650909,0.8631779474692507,0.04492492740300541
2023,Yalimo,-0.25245154282707477,-0.6133467620499371,-0.24272602148592723,-0.10234805547602831,-2.0219792751150916,-1.8137537278739035,-0.7745362464981762,-0.5155750971434413,0.8661519841858368,0.02196800258546237
2023,Asmat,-0.21723673291537116,-0.6594883329570966,-0.13052012792677053,-0.18207246555625967,-1.8968234674808677,-2.0726141932102564,-0.456095410455197,-0.8805763126033306,0.8529228101799518,0.1688576304560885
2023,Boven Digoel,-0.32035471489352674,-0.4926515397791107,-0.3465642300869992,-0.1728506679046815,-2.606662202707137,-1.4846888018808346,-1.1628174216521703,-0.8486824162753567,0.8711047438530465,0.1428863889574533
2023,Mappi,-0.2914671812735375,-0.563518391299729,-0.2534763741198981,-0.19849031079095386,-2.335245465886508,-1.7071770106975628,-0.8665733499654457,-0.9220025383639674,0.8620756403983472,0.04783161413027922
2023,Merauke,-0.35854843304979706,-0.45732535463427776,-0.3766405010482375,-0.21817990931431358,-2.5367661410633637,-1.292764150735488,-1.219191947927691,-0.922164272153866,0.8681091334048281,0.014137237295420296
2023,Deiyai,0.18356841982903443,-0.6596244389465343,0.2363941577622761,-0.4281016986941981,1.3994998330373636,-1.8039956280877831,0.7035779170936746,-1.4799093351272568,0.8158966223550314,0.12299881317348411
2023,Dogiyai,0.18279375449804416,-0.5420725918579616,0.11704384663441464,-0.4864589828625999,1.453497983690589,-1.4906414811428728,0.35871167300051565,-1.7700640974409052,0.8064731794260859,0.10822317339093036
2023,Intan Jaya,0.20975345375973026,-0.6378370416123744,0.2077623415716535,-0.3809423595618037,1.7215660382002462,-1.8652353804540527,0.6737149165337344,-1.4693497413384708,0.8091493187395227,0.051512036793236564
2023,Mimika,0.14321513050173623,-0.7986752842238581,0.2949926263748773,-0.30699301454211037,1.076235701589977,-2.311907803378273,0.9269726286477004,-1.092548108808613,0.8092057298014366,0.018312765460761184
2023,Nabire,0.24301813212958742,-0.4026928172236039,0.033947611885029746,-0.5237831794293927,2.039269142939695,-1.2626095919883515,0.11847456803776503,-2.3009570287401107,0.7921216045596577,0.13415596162997395
2023,Paniai,0.21435381860773245,-0.587285973994801,0.19091685800848127,-0.4543030056510644,1.6818503704657264,-1.6243571924731561,0.5806300554973426,-1.6373182826627306,0.8140422928762143,0.1147144617290758
2023,Puncak,0.15411998399809276,-0.7929377461389217,0.23433888712178708,-0.2295829370632355,1.1647498226893929,-2.267593489362693,0.7327492703122409,-0.8571483779054747,0.8168877182782538,0.04243635723612777
2023,Puncak Jaya,0.07100268633454766,-0.7899347113414105,0.1569625280402208,-0.19544070046781065,0.5731904195569953,-2.317101550115128,0.5025742280213187,-0.8138419883993175,0.8281592111305949,0.01719988785464982
